"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face","num_faces"
"919","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"920","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"921","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",38,"faces","Gujarati","gujarati","label","female","idk",0,0,0,0,0,1,0
"922","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"923","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",40,"faces","Hindi","hindi","label","male","muslim",0,1,0,0,0,0,1
"924","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",41,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"925","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",42,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"926","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",43,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"927","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"928","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",45,"faces","Gujarati","gujarati","label","male","idk",0,0,0,0,0,1,0
"929","india-socioling","zenith","Z05A08","5",5,10,-0.605217971159455,"male","hindu","hindi","hindi","hindi",46,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"946","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",33,"faces","Tamil","tamil","label","male","hindu",1,0,0,0,0,0,1
"947","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"948","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"949","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",36,"faces","Hindi","hindi","label","male","dravidian",0,0,1,0,0,0,1
"950","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",37,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"951","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"952","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",39,"faces","Gujarati","gujarati","label","male","dravidian",0,0,1,0,0,0,1
"953","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"954","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"955","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",42,"faces","Mandarin","chinese","label","female","white",0,0,0,0,1,0,1
"956","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",43,"faces","Hindi","hindi","label","female","dravidian",0,0,1,0,0,0,1
"957","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",44,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"958","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",45,"faces","English","english","label","female","asian",0,0,0,1,0,0,1
"959","india-socioling","zenith","Z05A09","5",5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",46,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"976","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",33,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"977","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"978","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"979","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"980","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",37,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"981","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"982","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"983","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",40,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"984","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"985","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"986","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",43,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"987","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",44,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"988","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"989","india-socioling","zenith","Z05A10","5",5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",46,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"1006","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1007","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",34,"faces","Urdu","urdu","label","male","asian",0,0,0,1,0,0,1
"1008","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",35,"faces","Mandarin","chinese","label","male","muslim",0,1,0,0,0,0,1
"1009","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"1010","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",37,"faces","Marathi","marathi","label","male","white",0,0,0,0,1,0,1
"1011","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",38,"faces","English","english","label","male","hindu",1,0,0,0,0,0,1
"1012","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1013","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1014","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",41,"faces","Urdu","urdu","label","female","asian",0,0,0,1,0,0,1
"1015","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",42,"faces","Mandarin","chinese","label","female","muslim",0,1,0,0,0,0,1
"1016","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",43,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"1017","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",44,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"1018","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1019","india-socioling","zenith","Z05A13","5",5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",46,"faces","Gujarati","gujarati","label","female","dravidian",0,0,1,0,0,0,1
"1036","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1037","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1038","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1039","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"1040","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",37,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"1041","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1042","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",39,"faces","Gujarati","gujarati","label","male","dravidian",0,0,1,0,0,0,1
"1043","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1044","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1045","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1046","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",43,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"1047","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",44,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"1048","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1049","india-socioling","zenith","Z05A19","5",5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",46,"faces","Gujarati","gujarati","label","female","dravidian",0,0,1,0,0,0,1
"1066","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1067","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0,1
"1068","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"1069","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"1070","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1071","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",38,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"1072","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1073","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",40,"faces","Hindi","hindi","label","male","muslim",0,1,0,0,0,0,1
"1074","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",41,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"1075","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",42,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"1076","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",43,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1077","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1078","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",45,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1079","india-socioling","zenith","Z05A33","5",5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",46,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1096","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1097","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1098","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1099","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"1100","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",37,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"1101","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1102","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1103","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1104","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1105","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1106","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",43,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"1107","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",44,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"1108","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1109","india-socioling","zenith","Z05A42","5",5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",46,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"1126","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1127","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1128","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1129","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"1130","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",37,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"1131","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1132","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1133","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1134","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1135","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1136","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",43,"faces","Hindi","hindi","label","female","dravidian",0,0,1,0,0,0,1
"1137","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",44,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"1138","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1139","india-socioling","zenith","Z05A43","5",5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",46,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"1156","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1157","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"1158","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"1159","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"1160","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1161","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",38,"faces","Gujarati","gujarati","label","female","muslim",0,1,0,0,0,0,1
"1162","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1163","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",40,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"1164","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",41,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"1165","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",42,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1166","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",43,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1167","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1168","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",45,"faces","Gujarati","gujarati","label","male","muslim",0,1,0,0,0,0,1
"1169","india-socioling","zenith","Z05A4X","5",5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",46,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1186","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1187","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",34,"faces","Urdu","urdu","label","male","dravidian",0,0,1,0,0,0,1
"1188","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1189","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",36,"faces","Hindi","hindi","label","male","muslim",0,1,0,0,0,0,1
"1190","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",37,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"1191","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1192","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1193","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1194","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",41,"faces","Urdu","urdu","label","female","dravidian",0,0,1,0,0,0,1
"1195","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1196","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",43,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"1197","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",44,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"1198","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"1199","india-socioling","zenith","Z05A47","5",5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",46,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"1216","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",33,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"1217","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",34,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"1218","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",35,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"1219","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",36,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"1220","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",37,"faces","Marathi","marathi","label","male","idk",0,0,0,0,0,1,0
"1221","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",38,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"1222","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",39,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"1223","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",40,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"1224","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",41,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"1225","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",42,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"1226","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",43,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"1227","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",44,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"1228","india-socioling","zenith","Z05A48","5",5,11,0.394782028840545,"female","muslim","","hindi","hindi english",45,"faces","English","english","label","female","white",0,0,0,0,1,0,1
