"","study_name","id","child_sex","child_religion","child_age","child_age_centered","school","standard","standard_num","sequence","question_type","language","speaker_gender","origin","religion","wealth","army_navy_language","coded_wealth","no_opinion_geo","no_opinion_religion","no_opinion_wealth","gujarat","india","foreign","richer","poorer","same","hindu","buddhist","muslim","jain","christian","geographic_origin"
"470","india-socioling","Z05C09","male","hindu",10,-0.602084872363129,"zenith",5,5,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"471","india-socioling","Z05C49","female","hindu",10,-0.602084872363129,"zenith",5,5,6,"associations","Marathi","male","Gujarat","idk","same","marathi",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"Gujarat (Same State)"
"472","india-socioling","Z07A01","male","hindu",12,1.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"473","india-socioling","Z07A06","male","hindu",13,2.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"474","india-socioling","Z07A47","female","hindu",13,2.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"475","india-socioling","Z07B08","male","hindu",12,1.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"476","india-socioling","Z07B40","female","hindu",12,1.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","idk","marathi",NA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"India (Different State)"
"477","india-socioling","Z07B43","female","hindu",12,1.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","poorer","marathi",-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"India (Different State)"
"478","india-socioling","Z07B07","male","hindu",13,2.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","poorer","marathi",-1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"India (Different State)"
"479","india-socioling","Z05B49","female","hindu",10,-0.602084872363129,"zenith",5,5,6,"associations","Marathi","male","","hindu","same","marathi",0,NA,0,0,NA,NA,NA,0,0,1,1,0,0,0,0,NA
"480","india-socioling","Z05B32","male","muslim",11,0.397915127636871,"zenith",5,5,6,"associations","Marathi","male","","jain","same","marathi",0,NA,0,0,NA,NA,NA,0,0,1,0,0,0,1,0,NA
"481","india-socioling","Z07A04","male","hindu",12,1.39791512763687,"zenith",7,7,6,"associations","Marathi","male","India","hindu","same","marathi",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"482","india-socioling","Z03C07","male","hindu",8.6,-2.00208487236313,"zenith",3,3,7,"associations","Tamil","male","India","jain","","tamil",NA,0,0,NA,0,1,0,NA,NA,NA,0,0,0,1,0,"India (Different State)"
"483","india-socioling","Z05C10","male","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","Gujarat","christian","same","tamil",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"Gujarat (Same State)"
"484","india-socioling","Z03C04","male","muslim",9,-1.60208487236313,"zenith",3,3,7,"associations","Tamil","male","Gujarat","christian","same","tamil",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"Gujarat (Same State)"
"485","india-socioling","Z03C49","female","muslim",8,-2.60208487236313,"zenith",3,3,7,"associations","Tamil","male","India","muslim","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"486","india-socioling","Z05C06","male","other",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","foreign","jain","poorer","tamil",-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Foreign (Outside India)"
"487","india-socioling","Z05C45","female","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"488","india-socioling","Z05C50","female","hindu",9.7,-0.90208487236313,"zenith",5,5,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"489","india-socioling","Z07A09","male",NA,12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"India (Different State)"
"490","india-socioling","Z07A10","male","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","foreign","buddhist","richer","tamil",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"Foreign (Outside India)"
"491","india-socioling","Z07A12","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"492","india-socioling","Z07A13","male",NA,12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"India (Different State)"
"493","india-socioling","Z07A14","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","muslim","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"India (Different State)"
"494","india-socioling","Z07A40","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"495","india-socioling","Z07A45","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"496","india-socioling","Z07A55","female","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","hindu","richer","tamil",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"497","india-socioling","Z07A59","female","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","hindu","same","tamil",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Gujarat (Same State)"
"498","india-socioling","Z07B03","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"499","india-socioling","Z07B11","male","other",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"500","india-socioling","Z07B21","male","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","idk","muslim","idk","tamil",NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"No Opinion"
"501","india-socioling","Z07B38","female","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","buddhist","idk","tamil",NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"Gujarat (Same State)"
"502","india-socioling","Z07B48","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"503","india-socioling","Z05B11","male","hindu",11,0.397915127636871,"zenith",5,5,7,"associations","Tamil","male","India","jain","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"India (Different State)"
"504","india-socioling","Z05B55","female","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","hindu","same","tamil",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"505","india-socioling","Z05B12","male","muslim",11,0.397915127636871,"zenith",5,5,7,"associations","Tamil","male","foreign","buddhist","poorer","tamil",-1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"Foreign (Outside India)"
"506","india-socioling","Z05B19","male","hindu",11,0.397915127636871,"zenith",5,5,7,"associations","Tamil","male","foreign","muslim","poorer","tamil",-1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"Foreign (Outside India)"
"507","india-socioling","Z07A05","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"508","india-socioling","Z05B17","male","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"509","india-socioling","Z07A42","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"510","india-socioling","Z07B39","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"511","india-socioling","Z05C44","female","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","hindu","same","tamil",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"512","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.23380530247066,"zenith",3,3,7,"associations","Tamil","male","India","muslim","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"India (Different State)"
"513","india-socioling","Z03C02","male","muslim",7.8,-2.80208487236313,"zenith",3,3,7,"associations","Tamil","male","India","muslim","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"514","india-socioling","Z03C43","female","muslim",8,-2.60208487236313,"zenith",3,3,7,"associations","Tamil","male","India","christian","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"India (Different State)"
"515","india-socioling","Z03C44","female","hindu",8.7,-1.90208487236313,"zenith",3,3,7,"associations","Tamil","male","Gujarat","hindu","same","tamil",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Gujarat (Same State)"
"516","india-socioling","Z03C46","female","muslim",7.8,-2.80208487236313,"zenith",3,3,7,"associations","Tamil","male","India","","idk","tamil",NA,0,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"India (Different State)"
"517","india-socioling","Z05B05","male","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","jain","","tamil",NA,0,0,NA,0,1,0,NA,NA,NA,0,0,0,1,0,"India (Different State)"
"518","india-socioling","Z05B20","male","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","jain","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"India (Different State)"
"519","india-socioling","Z05C48","female","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","christian","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"India (Different State)"
"520","india-socioling","Z05C56","female","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","muslim","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"521","india-socioling","Z07A11","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","hindu","same","tamil",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Gujarat (Same State)"
"522","india-socioling","Z07A16","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","idk","idk","tamil",NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"India (Different State)"
"523","india-socioling","Z07A18","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","hindu","same","tamil",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Gujarat (Same State)"
"524","india-socioling","Z07A19","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","foreign","buddhist","idk","tamil",NA,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"Foreign (Outside India)"
"525","india-socioling","Z07A20","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"526","india-socioling","Z07A21","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","idk","poorer","tamil",-1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"India (Different State)"
"527","india-socioling","Z07A41","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"India (Different State)"
"528","india-socioling","Z07A43","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","foreign","buddhist","same","tamil",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Foreign (Outside India)"
"529","india-socioling","Z07A46","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","idk","idk","tamil",NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"India (Different State)"
"530","india-socioling","Z07A48","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"531","india-socioling","Z07A51","female","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"India (Different State)"
"532","india-socioling","Z07A56","female","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","foreign","buddhist","same","tamil",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Foreign (Outside India)"
"533","india-socioling","Z07A58","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","foreign","jain","","tamil",NA,0,0,NA,0,0,1,NA,NA,NA,0,0,0,1,0,"Foreign (Outside India)"
"534","india-socioling","Z07B05","male","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","Gujarat","idk","idk","tamil",NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Gujarat (Same State)"
"535","india-socioling","Z07B12","male","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","idk","poorer","tamil",-1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"India (Different State)"
"536","india-socioling","Z07B41","female","muslim",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","idk","same","tamil",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"India (Different State)"
"537","india-socioling","Z07B55","female","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","hindu","same","tamil",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"India (Different State)"
"538","india-socioling","Z07A02","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"539","india-socioling","Z05C46","female","muslim",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","foreign","jain","richer","tamil",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Foreign (Outside India)"
"540","india-socioling","Z07A39","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"India (Different State)"
"541","india-socioling","Z07A50","female","muslim",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"542","india-socioling","Z03C47","female","hindu",8.3,-2.30208487236313,"zenith",3,3,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"543","india-socioling","Z07B06","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"544","india-socioling","Z05B56","female","muslim",11,0.397915127636871,"zenith",5,5,7,"associations","Tamil","male","foreign","buddhist","richer","tamil",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"Foreign (Outside India)"
"545","india-socioling","Z03C48","female","hindu",7.9,-2.70208487236313,"zenith",3,3,7,"associations","Tamil","male","foreign","idk","same","tamil",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"Foreign (Outside India)"
"546","india-socioling","Z03C10","male","hindu",8.4,-2.20208487236313,"zenith",3,3,7,"associations","Tamil","male","India","jain","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"547","india-socioling","Z03C14","male","hindu",8.1,-2.50208487236313,"zenith",3,3,7,"associations","Tamil","male","India","hindu","richer","tamil",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"India (Different State)"
"548","india-socioling","Z05B62","female","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","buddhist","poorer","tamil",-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"India (Different State)"
"549","india-socioling","Z05C04","male","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","foreign","muslim","poorer","tamil",-1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"Foreign (Outside India)"
"550","india-socioling","Z05C09","male","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"551","india-socioling","Z05C49","female","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","Gujarat","muslim","same","tamil",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Gujarat (Same State)"
"552","india-socioling","Z07A01","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","hindu","idk","tamil",NA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"India (Different State)"
"553","india-socioling","Z07A06","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","jain buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,"India (Different State)"
"554","india-socioling","Z07A47","female","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"India (Different State)"
"555","india-socioling","Z07B08","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"556","india-socioling","Z07B40","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","hindu","idk","tamil",NA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"India (Different State)"
"557","india-socioling","Z07B43","female","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"558","india-socioling","Z07B07","male","hindu",13,2.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","same","tamil",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"India (Different State)"
"559","india-socioling","Z05B49","female","hindu",10,-0.602084872363129,"zenith",5,5,7,"associations","Tamil","male","","buddhist",NA,"tamil",NA,NA,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,NA
"560","india-socioling","Z05B32","male","muslim",11,0.397915127636871,"zenith",5,5,7,"associations","Tamil","male","","hindu","same","tamil",0,NA,0,0,NA,NA,NA,0,0,1,1,0,0,0,0,NA
"561","india-socioling","Z07A04","male","hindu",12,1.39791512763687,"zenith",7,7,7,"associations","Tamil","male","India","buddhist","idk","tamil",NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"India (Different State)"
"562","india-socioling","Z03C07","male","hindu",8.6,-2.00208487236313,"zenith",3,3,8,"associations","English (India)","male","foreign","christian","","english",NA,0,0,NA,0,0,1,NA,NA,NA,0,0,0,0,1,"Foreign (Outside India)"
"563","india-socioling","Z05C10","male","muslim",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","foreign","jain","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Foreign (Outside India)"
"564","india-socioling","Z03C04","male","muslim",9,-1.60208487236313,"zenith",3,3,8,"associations","English (India)","male","foreign","idk","poorer","english",-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"Foreign (Outside India)"
"565","india-socioling","Z03C49","female","muslim",8,-2.60208487236313,"zenith",3,3,8,"associations","English (India)","male","foreign","jain","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"Foreign (Outside India)"
"566","india-socioling","Z05C06","male","other",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","Gujarat","jain","richer","english",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"Gujarat (Same State)"
"567","india-socioling","Z05C45","female","hindu",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","Gujarat","hindu","richer","english",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"568","india-socioling","Z05C50","female","hindu",9.7,-0.90208487236313,"zenith",5,5,8,"associations","English (India)","male","Gujarat","muslim","poorer","english",-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Gujarat (Same State)"
"569","india-socioling","Z07A09","male",NA,12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","","poorer","english",-1,0,NA,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"Foreign (Outside India)"
"570","india-socioling","Z07A10","male","muslim",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"571","india-socioling","Z07A12","male","hindu",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","idk","idk","english",NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"Foreign (Outside India)"
"572","india-socioling","Z07A13","male",NA,12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","hindu","richer","english",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Foreign (Outside India)"
"573","india-socioling","Z07A14","male","hindu",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","Gujarat","hindu","poorer","english",-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Gujarat (Same State)"
"574","india-socioling","Z07A40","female","muslim",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"575","india-socioling","Z07A45","female","muslim",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","India","jain","same","english",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"576","india-socioling","Z07A55","female","hindu",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","India","buddhist","richer","english",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"India (Different State)"
"577","india-socioling","Z07A59","female","hindu",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","idk","richer","english",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"Foreign (Outside India)"
"578","india-socioling","Z07B03","male","hindu",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"579","india-socioling","Z07B11","male","other",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"580","india-socioling","Z07B21","male","muslim",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","idk","muslim","idk","english",NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"No Opinion"
"581","india-socioling","Z07B38","female","hindu",13,2.39791512763687,"zenith",7,7,8,"associations","English (India)","male","Gujarat","idk","idk","english",NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Gujarat (Same State)"
"582","india-socioling","Z07B48","female","muslim",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","idk","richer","english",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"Foreign (Outside India)"
"583","india-socioling","Z05B11","male","hindu",11,0.397915127636871,"zenith",5,5,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"584","india-socioling","Z05B55","female","muslim",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"585","india-socioling","Z05B12","male","muslim",11,0.397915127636871,"zenith",5,5,8,"associations","English (India)","male","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","india-socioling","Z05B19","male","hindu",11,0.397915127636871,"zenith",5,5,8,"associations","English (India)","male","India","muslim","richer","english",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"587","india-socioling","Z07A05","male","muslim",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"588","india-socioling","Z05B17","male","hindu",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"589","india-socioling","Z07A42","female","hindu",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","India","jain","same","english",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"India (Different State)"
"590","india-socioling","Z07B39","female","hindu",12,1.39791512763687,"zenith",7,7,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"591","india-socioling","Z05C44","female","hindu",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","foreign","jain","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Foreign (Outside India)"
"592","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.23380530247066,"zenith",3,3,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"593","india-socioling","Z03C02","male","muslim",7.8,-2.80208487236313,"zenith",3,3,8,"associations","English (India)","male","Gujarat","hindu","poorer","english",-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Gujarat (Same State)"
"594","india-socioling","Z03C43","female","muslim",8,-2.60208487236313,"zenith",3,3,8,"associations","English (India)","male","Gujarat","hindu","same","english",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Gujarat (Same State)"
"595","india-socioling","Z03C44","female","hindu",8.7,-1.90208487236313,"zenith",3,3,8,"associations","English (India)","male","","","same","english",0,NA,NA,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA
"596","india-socioling","Z03C46","female","muslim",7.8,-2.80208487236313,"zenith",3,3,8,"associations","English (India)","male","Gujarat","","","english",NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Gujarat (Same State)"
"597","india-socioling","Z05B05","male","muslim",10,-0.602084872363129,"zenith",5,5,8,"associations","English (India)","male","foreign","muslim","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"Foreign (Outside India)"
